[4, 4, 6, 2, 3, 5, 4]
[4, 6, 2, 3, 5, 4, 4]
[5, 4, 4, 4, 6, 2, 3]
[6, 2, 3, 5, 4, 4, 4]
[2, 3, 3, 5, 4, 6, 4]
[3, 3, 5, 4, 6, 4, 2]
[3, 5, 4, 6, 4, 2, 3]
[4, 2, 3, 3, 5, 4, 6]
[4, 6, 4, 2, 3, 3, 5]
[5, 4, 6, 4, 2, 3, 3]
[6, 4, 2, 3, 3, 5, 4]
[2, 5, 2, 5, 4, 4, 6]
[2, 5, 4, 4, 6, 2, 5]
[4, 4, 6, 2, 5, 2, 5]
[4, 6, 2, 5, 2, 5, 4]
[5, 2, 5, 4, 4, 6, 2]
[5, 4, 4, 6, 2, 5, 2]
[6, 2, 5, 2, 5, 4, 4]
[2, 2, 5, 6, 4, 6, 4]
[2, 5, 6, 4, 6, 4, 2]
[4, 2, 2, 5, 6, 4, 6]
[4, 6, 4, 2, 2, 5, 6]
[5, 6, 4, 6, 4, 2, 2]
[6, 4, 2, 2, 5, 6, 4]
[6, 4, 6, 4, 2, 2, 5]
[2, 5, 4, 2, 5, 4, 6]
[2, 5, 4, 6, 2, 5, 4]
[4, 2, 5, 4, 6, 2, 5]
[4, 6, 2, 5, 4, 2, 5]
[5, 4, 2, 5, 4, 6, 2]
[5, 4, 6, 2, 5, 4, 2]
[6, 2, 5, 4, 2, 5, 4]
[2, 3, 3, 5, 4, 4, 6]
[3, 3, 5, 4, 4, 6, 2]
[3, 5, 4, 4, 6, 2, 3]
[4, 4, 6, 2, 3, 3, 5]
[4, 6, 2, 3, 3, 5, 4]
[5, 4, 4, 6, 2, 3, 3]
[6, 2, 3, 3, 5, 4, 4]
[2, 3, 3, 5, 6, 4, 4]
[3, 3, 5, 6, 4, 4, 2]
[3, 5, 6, 4, 4, 2, 3]
[4, 2, 3, 3, 5, 6, 4]
[4, 4, 2, 3, 3, 5, 6]
[5, 6, 4, 4, 2, 3, 3]
[6, 4, 4, 2, 3, 3, 5]
[2, 2, 5, 6, 4, 4, 6]
[2, 5, 6, 4, 4, 6, 2]
[4, 4, 6, 2, 2, 5, 6]
[4, 6, 2, 2, 5, 6, 4]
[5, 6, 4, 4, 6, 2, 2]
[6, 2, 2, 5, 6, 4, 4]
[6, 4, 4, 6, 2, 2, 5]
[2, 3, 5, 4, 2, 6, 5]
[2, 6, 5, 2, 3, 5, 4]
[3, 5, 4, 2, 6, 5, 2]
[4, 2, 6, 5, 2, 3, 5]
[5, 2, 3, 5, 4, 2, 6]
[5, 4, 2, 6, 5, 2, 3]
[6, 5, 2, 3, 5, 4, 2]
[2, 3, 5, 2, 6, 5, 4]
[2, 6, 5, 4, 2, 3, 5]
[3, 5, 2, 6, 5, 4, 2]
[4, 2, 3, 5, 2, 6, 5]
[5, 2, 6, 5, 4, 2, 3]
[5, 4, 2, 3, 5, 2, 6]
[6, 5, 4, 2, 3, 5, 2]
[2, 3, 3, 3, 5, 4, 6]
[3, 3, 3, 5, 4, 6, 2]
[3, 3, 5, 4, 6, 2, 3]
[3, 5, 4, 6, 2, 3, 3]
[4, 6, 2, 3, 3, 3, 5]
[5, 4, 6, 2, 3, 3, 3]
[6, 2, 3, 3, 3, 5, 4]
[2, 3, 3, 3, 5, 6, 4]
[3, 3, 3, 5, 6, 4, 2]
[3, 3, 5, 6, 4, 2, 3]
[3, 5, 6, 4, 2, 3, 3]
[4, 2, 3, 3, 3, 5, 6]
[5, 6, 4, 2, 3, 3, 3]
[6, 4, 2, 3, 3, 3, 5]
[2, 5, 2, 5, 2, 6, 5]
[2, 5, 2, 6, 5, 2, 5]
[2, 6, 5, 2, 5, 2, 5]
[5, 2, 5, 2, 5, 2, 6]
[5, 2, 5, 2, 6, 5, 2]
[5, 2, 6, 5, 2, 5, 2]
[6, 5, 2, 5, 2, 5, 2]
[2, 2, 3, 6, 5, 6, 4]
[2, 3, 6, 5, 6, 4, 2]
[3, 6, 5, 6, 4, 2, 2]
[4, 2, 2, 3, 6, 5, 6]
[5, 6, 4, 2, 2, 3, 6]
[6, 4, 2, 2, 3, 6, 5]
[6, 5, 6, 4, 2, 2, 3]
[2, 3, 3, 5, 2, 6, 5]
[2, 6, 5, 2, 3, 3, 5]
[3, 3, 5, 2, 6, 5, 2]
[3, 5, 2, 6, 5, 2, 3]
[5, 2, 3, 3, 5, 2, 6]
[5, 2, 6, 5, 2, 3, 3]
[6, 5, 2, 3, 3, 5, 2]
[2, 4, 5, 6, 4, 2, 5]
[2, 5, 2, 4, 5, 6, 4]
[4, 2, 5, 2, 4, 5, 6]
[4, 5, 6, 4, 2, 5, 2]
[5, 2, 4, 5, 6, 4, 2]
[5, 6, 4, 2, 5, 2, 4]
[6, 4, 2, 5, 2, 4, 5]
[2, 3, 5, 4, 6, 2, 5]
[2, 5, 2, 3, 5, 4, 6]
[3, 5, 4, 6, 2, 5, 2]
[4, 6, 2, 5, 2, 3, 5]
[5, 2, 3, 5, 4, 6, 2]
[5, 4, 6, 2, 5, 2, 3]
[6, 2, 5, 2, 3, 5, 4]
[2, 3, 5, 2, 5, 4, 6]
[2, 5, 4, 6, 2, 3, 5]
[3, 5, 2, 5, 4, 6, 2]
[4, 6, 2, 3, 5, 2, 5]
[5, 2, 5, 4, 6, 2, 3]
[5, 4, 6, 2, 3, 5, 2]
[6, 2, 3, 5, 2, 5, 4]
[2, 4, 5, 6, 2, 5, 4]
[2, 5, 4, 2, 4, 5, 6]
[4, 2, 4, 5, 6, 2, 5]
[4, 5, 6, 2, 5, 4, 2]
[5, 4, 2, 4, 5, 6, 2]
[5, 6, 2, 5, 4, 2, 4]
[6, 2, 5, 4, 2, 4, 5]
[2, 4, 2, 6, 5, 5, 4]
[2, 6, 5, 5, 4, 2, 4]
[4, 2, 4, 2, 6, 5, 5]
[4, 2, 6, 5, 5, 4, 2]
[5, 4, 2, 4, 2, 6, 5]
[5, 5, 4, 2, 4, 2, 6]
[6, 5, 5, 4, 2, 4, 2]
[2, 2, 5, 6, 6, 4, 4]
[2, 5, 6, 6, 4, 4, 2]
[4, 2, 2, 5, 6, 6, 4]
[4, 4, 2, 2, 5, 6, 6]
[5, 6, 6, 4, 4, 2, 2]
[6, 4, 4, 2, 2, 5, 6]
[6, 6, 4, 4, 2, 2, 5]
[2, 2, 5, 6, 2, 6, 5]
[2, 5, 6, 2, 6, 5, 2]
[2, 6, 5, 2, 2, 5, 6]
[5, 2, 2, 5, 6, 2, 6]
[5, 6, 2, 6, 5, 2, 2]
[6, 2, 6, 5, 2, 2, 5]
[6, 5, 2, 2, 5, 6, 2]
[2, 3, 3, 3, 3, 5, 6]
[3, 3, 3, 3, 5, 6, 2]
[3, 3, 3, 5, 6, 2, 3]
[3, 3, 5, 6, 2, 3, 3]
[3, 5, 6, 2, 3, 3, 3]
[5, 6, 2, 3, 3, 3, 3]
[6, 2, 3, 3, 3, 3, 5]
[2, 3, 2, 3, 6, 5, 6]
[2, 3, 6, 5, 6, 2, 3]
[3, 2, 3, 6, 5, 6, 2]
[3, 6, 5, 6, 2, 3, 2]
[5, 6, 2, 3, 2, 3, 6]
[6, 2, 3, 2, 3, 6, 5]
[6, 5, 6, 2, 3, 2, 3]
[2, 3, 3, 5, 6, 2, 5]
[2, 5, 2, 3, 3, 5, 6]
[3, 3, 5, 6, 2, 5, 2]
[3, 5, 6, 2, 5, 2, 3]
[5, 2, 3, 3, 5, 6, 2]
[5, 6, 2, 5, 2, 3, 3]
[6, 2, 5, 2, 3, 3, 5]
[2, 3, 5, 2, 4, 5, 6]
[2, 4, 5, 6, 2, 3, 5]
[3, 5, 2, 4, 5, 6, 2]
[4, 5, 6, 2, 3, 5, 2]
[5, 2, 4, 5, 6, 2, 3]
[5, 6, 2, 3, 5, 2, 4]
[6, 2, 3, 5, 2, 4, 5]
[2, 2, 2, 6, 6, 5, 6]
[2, 2, 6, 6, 5, 6, 2]
[2, 6, 6, 5, 6, 2, 2]
[5, 6, 2, 2, 2, 6, 6]
[6, 2, 2, 2, 6, 6, 5]
[6, 5, 6, 2, 2, 2, 6]
[6, 6, 5, 6, 2, 2, 2]
[0, 3, 3, 3, 5, 6, 5]
[3, 3, 3, 5, 6, 5, 0]
[3, 3, 5, 6, 5, 0, 3]
[3, 5, 6, 5, 0, 3, 3]
[5, 0, 3, 3, 3, 5, 6]
[5, 6, 5, 0, 3, 3, 3]
[6, 5, 0, 3, 3, 3, 5]
[2, 2, 5, 6, 6, 2, 5]
[2, 5, 2, 2, 5, 6, 6]
[2, 5, 6, 6, 2, 5, 2]
[5, 2, 2, 5, 6, 6, 2]
[5, 6, 6, 2, 5, 2, 2]
[6, 2, 5, 2, 2, 5, 6]
[6, 6, 2, 5, 2, 2, 5]
[0, 6, 5, 5, 2, 3, 5]
[2, 3, 5, 0, 6, 5, 5]
[3, 5, 0, 6, 5, 5, 2]
[5, 0, 6, 5, 5, 2, 3]
[5, 2, 3, 5, 0, 6, 5]
[5, 5, 2, 3, 5, 0, 6]
[6, 5, 5, 2, 3, 5, 0]
[0, 3, 5, 2, 5, 6, 6]
[2, 5, 6, 6, 0, 3, 5]
[3, 5, 2, 5, 6, 6, 0]
[5, 2, 5, 6, 6, 0, 3]
[5, 6, 6, 0, 3, 5, 2]
[6, 0, 3, 5, 2, 5, 6]
[6, 6, 0, 3, 5, 2, 5]
